3.000000,0.000200,224.365357,224.365357,224.365357,224.365357,224.365357,224.365357,224.365357,224.365357
4.000000,0.000200,286.669226,272.420014,272.420014,282.386133,286.787546,278.449742,272.420014,272.420014
5.000000,0.000200,419.700419,340.561330,340.561330,355.697826,351.962587,350.842174,340.561330,340.561330
6.000000,0.000200,514.815776,381.492344,381.492344,388.829175,393.997171,386.153936,378.142442,378.142442
7.000000,0.000200,694.149132,540.462734,450.901437,479.254100,479.268542,473.279359,450.268022,449.308597
8.000000,0.000200,667.277421,590.758731,473.188935,499.761462,489.744010,484.467414,472.029548,472.029548
9.000000,0.000200,1128.604972,872.148411,645.224236,722.698734,682.720003,674.786218,641.757966,633.690221
10.000000,0.000200,1348.313166,906.847859,659.270812,734.934094,712.840587,684.928603,650.666832,650.666832
11.000000,0.000200,1164.382337,934.595196,711.769276,751.396018,841.269455,790.114900,711.409421,708.381796
12.000000,0.000200,1448.637427,1126.016735,773.883107,841.870360,880.192687,841.465695,774.746702,771.598049
13.000000,0.000200,1754.186995,1338.462012,837.337269,911.694900,953.058218,909.691954,833.813925,817.378116
14.000000,0.000200,2071.905173,1717.750215,916.871756,993.333749,972.732017,961.827258,909.752050,903.769472
15.000000,0.000200,2185.527918,1775.351766,936.586674,1029.543853,1046.303265,967.364189,923.102121,907.937873
16.000000,0.000200,2545.452582,1938.437508,1091.680295,1216.351404,1160.107983,1103.020808,1052.722930,1047.584849
17.000000,0.000200,2676.615719,2234.991238,1009.001947,1009.001947,1014.729552,1014.729552,1009.001947,0.000000
18.000000,0.000200,2986.830798,2501.564100,1304.384318,1424.781023,1419.555323,1419.555323,1233.818203,0.000000
19.000000,0.000200,3564.935008,2342.519013,1080.426089,1227.474081,1143.048086,1143.048086,1072.344121,0.000000
20.000000,0.000200,3538.036367,2673.013680,1366.609123,1515.021399,1473.200350,1481.163793,1352.693036,0.000000
