12.000000,0.083333,79.478504,61.933681,40.219140,42.975272,44.388380,42.388338,39.823983,39.453050
12.000000,0.000689,735.437989,600.106082,403.611745,454.583067,452.574724,426.676533,391.731636,389.403869
12.000000,0.000189,1654.386424,1205.001594,774.465100,885.911420,873.218188,820.501990,775.227887,774.465100
12.000000,0.000087,2438.403144,1856.097260,1134.603295,1248.715652,1262.136551,1183.142032,1134.761863,1126.746637
12.000000,0.000050,3446.321818,2486.156194,1550.828863,1616.430138,1641.370676,1621.166605,1527.822899,1520.274625
12.000000,0.000032,4025.451438,3344.519453,1995.999011,2159.578054,2176.035451,2133.169535,2001.769725,1985.271194
12.000000,0.000022,4691.151710,3680.275199,2278.901501,2349.387355,2452.230282,2424.981889,2236.074757,2200.521983
12.000000,0.000017,5119.992182,4193.275807,2543.337830,3012.911057,2869.110900,2812.874088,2566.584334,2536.068132
12.000000,0.000013,5991.926545,4723.548243,2993.913215,3307.899734,3301.531630,3200.555252,2921.842626,2916.707639
12.000000,0.000010,6775.716903,5459.485004,3233.247086,3559.922854,3703.323788,3498.369281,3241.301972,3182.181353
12.000000,0.000008,7455.128880,5712.953886,3798.239511,4538.969017,4387.967277,4181.991667,3754.471734,3700.205467
