250.000000,0.004000,34251.569669,26482.973311,3322.487020,3840.336828,3633.638500,3376.374474,3099.769572,0.000000
250.000000,0.000033,345803.595659,272741.613127,34006.119763,39651.104438,37054.383936,36199.741118,32946.227345,0.000000
250.000000,0.000009,699940.147668,565483.059697,68753.895809,74775.570303,80015.475865,74558.442471,63984.070114,0.000000
250.000000,0.000004,1020714.362776,801792.130996,100655.267171,106880.057671,113530.725676,109271.019145,98089.493485,0.000000
250.000000,0.000002,1320790.291561,1068541.341558,134940.721122,156025.257380,148467.536289,146540.001354,128837.876400,0.000000
250.000000,0.000002,1619094.652468,1234398.069820,165947.558160,188342.069993,185038.078815,190577.270645,160702.621965,0.000000
250.000000,0.000001,1995278.516803,1598573.746023,213269.029780,245497.737438,229769.226873,232210.896963,204963.749063,0.000000
250.000000,0.000001,2343939.353173,1809609.913287,236775.252291,266092.536286,268802.102729,255543.963605,225666.946017,0.000000
250.000000,0.000001,2727502.131149,2156014.343688,275687.590859,307543.858745,296497.421942,291719.798929,260704.243446,0.000000
250.000000,0.000000,3009142.305491,2297244.945132,290616.398566,310112.689318,335306.526500,318839.511671,278922.901022,0.000000
250.000000,0.000000,3326150.358991,2628261.466591,327768.331441,382523.172965,388640.930321,355757.116330,325502.463348,0.000000
