25.000000,0.000200,5162.929311,3485.032749,1535.572568,1618.969024,1854.298601,1854.298601,1582.310765,0.000000
50.000000,0.000200,11681.456963,9516.309737,3241.100113,3498.019830,3236.977621,3503.354396,2948.117559,0.000000
75.000000,0.000200,25084.447900,19244.286807,4152.015408,4904.974713,4115.114962,4107.595867,3877.002126,0.000000
100.000000,0.000200,37306.400007,29262.317300,5671.642099,7074.974915,6076.904021,6140.271261,5587.879049,0.000000
125.000000,0.000200,51028.673720,37242.915693,7546.854394,7942.187757,7558.291635,7609.067968,7003.741738,0.000000
150.000000,0.000200,65357.112215,48799.592712,8890.823594,10148.061534,9680.603038,9447.845435,8559.389157,0.000000
175.000000,0.000200,88226.800511,67131.272768,10742.649218,11002.510739,11992.199766,11680.286455,9939.340761,0.000000
200.000000,0.000200,103401.797588,80565.036229,12056.773174,12717.212375,12440.641185,12116.863754,11207.072161,0.000000
225.000000,0.000200,114969.345279,90597.817555,13897.364560,15928.752811,14722.714639,15582.271805,13042.556538,0.000000
250.000000,0.000200,145076.084996,116217.240622,14224.263956,16473.566256,16135.105899,15611.038741,13786.587209,0.000000
275.000000,0.000200,168096.443391,131908.914485,16871.143608,17716.751649,18271.363792,16929.125095,15523.397452,0.000000
300.000000,0.000200,194780.554760,144541.317874,17729.951192,18366.590062,19402.678782,18886.440169,16868.369987,0.000000
325.000000,0.000200,214035.069205,168736.329750,19337.515306,21779.656542,22146.118885,21285.567993,18526.231599,0.000000
350.000000,0.000200,257713.176637,188849.128940,20872.293971,22983.255378,23207.198804,20569.486432,19053.241197,0.000000
375.000000,0.000200,281593.345044,207620.749151,22317.053170,25708.953869,24783.198199,23535.742867,21602.102802,0.000000
400.000000,0.000200,303746.654277,236951.251088,23531.729126,25092.669725,25092.501292,25711.584571,22747.145515,0.000000
425.000000,0.000200,335507.159345,254569.684027,25051.484255,29416.706390,26931.834757,25899.113411,23520.007651,0.000000
450.000000,0.000200,352052.658364,279574.044801,27510.277735,30986.758864,29686.874857,28532.497977,25760.477592,0.000000
475.000000,0.000200,376669.670406,292460.283773,27690.400218,30212.369653,29982.516482,30932.269039,26134.532413,0.000000
500.000000,0.000200,408771.463427,321176.841437,29653.513771,32221.417648,32451.151516,31847.006308,28067.552336,0.000000
